message_id,sim_time,sim_payload,sim_nonce,sim_mac,hmac_pass,freshness_pass,higher_layer_decision
116,1700003480,telemetry:116:source:109,155729,39a606673a6d84886179e86ab235b861b8fee7e13a7064bf0a1a6831f274e0d7,True,True,pass
117,1700003510,telemetry:117:source:92,891375,4dc703235c60f9c95b989847bf278237752876ebb366e9d72b50587b909481bf,True,True,pass
118,1700003540,telemetry:118:source:109,495275,d429cc864d6f3c010bda66f238a2e7c2bcedb828ba883bee9524b6a1793a4b41,True,True,pass
119,1700003570,telemetry:119:source:85,807323,58c1fe04d24ee1251900e68671c4789a0a9d54a476a4e8c6fc49476a7b51d417,True,True,pass
120,1700003600,telemetry:120:source:87,231777,d63f333b7bb760e8c52d7d18f1df468460097f00d6957aa413e966179a7eb620,True,True,pass
121,1700003630,telemetry:121:source:85,393073,28fe9e7665a7c9e0fcfaf49c38efc18f8e6008d323375ce4fc01475f109fcb70,True,True,pass
122,1700003660,telemetry:122:source:51,109894,0b9a7baa3f59c3b7714dcd9fce1ecb911699426f191a5fc0d35b806d4e3e9280,True,True,pass
123,1700003690,telemetry:123:source:92,413823,5e668d61dfd12058144605eb5af17f2f26ac45ffddbf2fc3eda75c36bdcc2557,True,True,pass
124,1700003720,telemetry:124:source:51,536704,6b5a64f3f96faecdc50d5367d410a6f5651a0b489b96698345500c37f2b0c71a,True,True,pass
125,1700003750,telemetry:125:source:92,792254,0b47eaeb6f8d3d50ae1a2bcc6325230ad29cd43f4a565c4c2f1621e2b8bdeafc,True,True,pass
126,1700003780,telemetry:126:source:109,115192,069edc5e202ddf228193220d2e1af65744484d7ccd0be489bbb4b23bd4ce8062,True,True,pass
127,1700003810,telemetry:127:source:85,671326,3e0322bd395166b3de3eb851729df1aff8022853cea08c460f55ed4d020f94b3,True,True,pass
128,1700003840,telemetry:128:source:85,711195,261709f5e31287b69f44e2b7e61f015e4239e33d1b144c2355c83eb98ed7c909,True,True,pass
129,1700003870,telemetry:129:source:51,756402,9b18aea1df6071b72d2e207da111d94b3e9ca96154de105ae7323f0878755b76,True,True,pass
130,1700003900,telemetry:130:source:92,159364,d7b910c3f12c0e58f85441156c7c0b88d9a0ef87c40ac88f6643cfa9ef5d1acf,True,True,pass
131,1700003930,telemetry:131:source:87,530244,34667042a2cdcb09b74888776e1975381b27318a29af95f9b6e9afa1c492bd83,True,True,pass
132,1700003960,telemetry:132:source:85,434518,a51e20acd18ba16581629da2e09bb99c23b2852724ac7f6a3f74e6f6db2ce53f,True,True,pass
133,1700003990,telemetry:133:source:109,400365,21b0868c05c7a23b56cec378619907694fdd5ed92751e55d2507137541ad0642,True,True,pass
134,1700004020,telemetry:134:source:92,714212,e3a8cfe056fcd174c151efc9340757c05a04ec42a05a3b6db36a2be68888412e,True,True,pass
135,1700004050,telemetry:135:source:51,148717,954e66ed4e1546121d889d1926a5d44e44d879003c1ec6b8a9956bdb4065b1fc,True,True,pass
136,1700004080,telemetry:136:source:85,031964,88b36e3f8161c7a4f2d2af05c7ba38571db718d82f6e105b7b04db795f4b24ed,True,True,pass
137,1700004110,telemetry:137:source:51,183618,ce1806538ba6fd75798a572e77b1b54137422220d49bdbe401f0ec70ad5da752,True,True,pass
138,1700004140,telemetry:138:source:87,900291,646009afaf8b8f7e6737830b82b3edc88f80e68d017193b74503377f5c39a1b1,True,True,pass
139,1700004170,telemetry:139:source:87,844020,6afea1e85de5c4bb21f831cf3f54c2e95775de00d85147a4afbe17aefde3e8bb,True,True,pass
140,1700004200,telemetry:140:source:92,141242,77547e08fc2322915936248fa5eb59460f784543f66da000495ba3b74b41bd5a,True,True,pass
141,1700004230,telemetry:141:source:92,396017,f71f650a65e52e49277e54733a0c918e552a02d5ca549aae7fbcba6ddb743226,True,True,pass
142,1700004260,telemetry:142:source:85,382640,084923708ba29415272f83e0523f423c92315be466822c8b4b29d0b512ce800d,True,True,pass
143,1700004290,telemetry:143:source:51,858750,09a217d66aa5811d74bf977d2e7e7d21ca2bc5187dfaac2e7f9de47707a63ba0,True,True,pass
144,1700004320,telemetry:144:source:92,104692,0f6799d98a873a5b91bfa1d7fc8c48c7dd2d60267a0b4ce5d82e5e55aff72de4,True,True,pass
145,1700004350,telemetry:145:source:92,953418,14ed941514232a6e7dd9fac240fe3f055408b33152f8f24891242c2bdb57a3a9,True,True,pass
146,1700004380,telemetry:146:source:109,618936,fb120f7bba3292498aa5f71f27f493d17e827caf1104b4a230155154e876cac7,True,True,pass
147,1700004410,telemetry:147:source:87,488963,16a99baa64fa540c4714e277b73160be6317d65b790d196e4c53de75692dabe2,True,True,pass
148,1700004440,telemetry:148:source:51,580497,c35eb6537b0e4600a18eea5428831cbd3583941372e26d465e05bab4f08ebd07,True,True,pass
149,1700004470,telemetry:149:source:85,390855,f19251d85ae2a0d7c2020fbfb1de3b2b27c61903eb1bd430f675db19531906e4,True,True,pass
150,1700004500,telemetry:150:source:109,255590,f01e85a932c43f3c7cfbbc9571fd54475482a1667d6379bdf30bd22cc09ef0dd,True,True,pass
151,1700004530,telemetry:151:source:92,042453,6ccb6c766fd24ea02a660ac1eb2226466d872dae17c5a58bab525d5427005852,True,True,pass
152,1700004560,telemetry:152:source:92,191605,ea819b270eecdfb085aa60200d0baa1bf3ef603bbf1baaf4c93247a4520ff07a,True,True,pass
153,1700004590,telemetry:153:source:109,989976,7217eb10a706949db56c4b5e0198d527439ed5b7ef20ccb247d40098899ac926,True,True,pass
154,1700004620,telemetry:154:source:87,339191,8017980871bd73d9c745c3914ddbe198cf51c87667efb7de93bb0e606620a6c3,True,True,pass
155,1700004650,telemetry:155:source:51,181887,f1f2465654d8552472691c7d4c13413756c00e08e0c1149d5a4eae983f36b537,True,True,pass
156,1700004680,telemetry:156:source:85,152554,ddc4096810e6125ba342e8e540a1b3778f8a199905e0d4089998c115af9e5816,True,True,pass
157,1700004710,telemetry:157:source:92,298142,61620779fb63935409460a761e50ab838b0b7b64132c879e05f4f164e92a11c7,True,True,pass
158,1700004740,telemetry:158:source:51,304264,fccf34f605efd8c8ab6318056b6f8069d6989f255803df18bebe4af29abb74d5,True,True,pass
159,1700004770,telemetry:159:source:51,942070,20cbbfc57947c62e3654782e14a22cc99eee3efad111819adfc6702138d98472,True,True,pass
160,1700004800,telemetry:160:source:92,369228,8192f667c43b0389b79d7a54ba654b7b29b1645a4d0fd76e463e7ca8983c6d6f,True,True,pass
161,1700004830,telemetry:161:source:109,066595,e269345595985270eecaf06f51c8e1b4bdf17e617420fdf5a5f32fb8505510b2,True,True,pass
162,1700004860,telemetry:162:source:109,220177,b67ce8333638012c6883dab824e97c389a59874416f69017484c349a0b53755c,True,True,pass
163,1700004890,telemetry:163:source:85,826200,42e517556a38a82e8a316d8e80ad2ab7cddc533cb4811a1ea0d7171fa41091c8,True,True,pass
164,1700004920,telemetry:164:source:109,088020,3ed9d11b708535b4d7c7032eebe0bf9bc2672818d55624ec333be04c4518c6a7,True,True,pass
165,1700004950,telemetry:165:source:51,008692,e1a75d03a4a9e793e8aea1573518e6d8e23ffa68b18532dd5310fb48d2cac008,True,True,pass
166,1700004980,telemetry:166:source:85,408686,5fbd10a3d6c2d88cc0f88cef42440ab8e12b4c36eee0732c79dd782107bef972,True,True,pass
167,1700005010,telemetry:167:source:51,110451,5ec33eaeec2a9c7f749f9f402a18060fa2e7ed2b56019272d02aa7768ab075b5,True,True,pass
168,1700005040,telemetry:168:source:92,314466,33b67673dbf946793186d42bb5c8d6eb1cf102cfb013bf26bf18046b5323a327,True,True,pass
169,1700005070,telemetry:169:source:109,008814,363f94ac4c04437aed2cf2b5ad15f3ea2ff95343f4a77541c70bb842133a0ea7,True,True,pass
170,1700005100,telemetry:170:source:87,082561,278d157e34bce6867bd55ff6075de161d31bb7a03cfdc11b8582d9dc9d8286f0,True,True,pass
171,1700005130,telemetry:171:source:109,337094,58894cb88766f5118dc82fe8341593383048d1478875d70fcb156b17df8c9efc,True,True,pass
172,1700005160,telemetry:172:source:92,454666,4c4908563071b851778d4de46afd56dd46ca9e4fcb518edab83129350f78d1aa,True,True,pass
173,1700005190,telemetry:173:source:109,430356,2b7a0aee2519fb828319f9a014aeb5ed854ad25f5d9bfb1da8126612c8e79afc,True,True,pass
174,1700005220,telemetry:174:source:87,592568,5a3ce8e6886c0c4d037c4a5f469623c301743d1db3349bd734916203a070b17d,True,True,pass
175,1700005250,telemetry:175:source:51,379612,d1d3dc2a02195d5fd8d02c31b2a01c6f0e711ebe79000a9cc50e66cde4cf3170,True,True,pass
176,1700005280,telemetry:176:source:92,175562,8eab9387321798381c75a034adc5ffeca3566f19bb64294a5c328e9141f4f1e9,True,True,pass
177,1700005310,telemetry:177:source:109,964714,3ea4675e8112d164214e673b33bba5542ff1af171160605ac938e1f9a60c2413,True,True,pass
178,1700005340,telemetry:178:source:109,364166,2233261fb7377989d9b54b0f92d8f2c2696e8cb309e8dd8a880873d48ce247eb,True,True,pass
179,1700005370,telemetry:179:source:109,575953,597f4eebc76f2155ec9be43c02e1649ab3ddffc75275dbc7417fe754a57328c8,True,True,pass
180,1700005400,telemetry:180:source:51,490694,57ecd26195294d53e39102039c06e821923391d956ebf730f3dc9840206288ef,True,True,pass
181,1700005430,telemetry:181:source:85,266514,d111f9234547db299989484b3e10a2837c5c94a5fac3abd9116bc3757f1d66bd,True,True,pass
182,1700005460,telemetry:182:source:51,767279,61a41ba28a88c1328545ba35d67a14d38ae775a019e6cc2b2a978388c646edf5,True,True,pass
183,1700005490,telemetry:183:source:109,815667,9cae0af3545acc9dda4196a196772e1ebe5a8ba641ef4801e200d5c03af09af1,True,True,pass
184,1700005520,telemetry:184:source:92,913276,2736c0290d29399968af64b402fb9ffadb07417087d46b905c3e584607d56a28,True,True,pass
185,1700005550,telemetry:185:source:85,978633,c1fcffb443c344e4401c9d0ee43330d2ecdd3355739ff0fe5ea0d19f73c9c38c,True,True,pass
186,1700005580,telemetry:186:source:85,457527,e6f47f5fb0681097f15d98c0e3cd6d86a5ccda6e32f054f8d21ab3a1fb907694,True,True,pass
187,1700005610,telemetry:187:source:51,136575,0f91a8de561e6e74936b415c7aec9fc686840154acc045227bd1e7d592657e14,True,True,pass
188,1700005640,telemetry:188:source:87,472929,6096f8db1c2c953172006df387e6e24fdfdc0a85fa1a561163e4a0d75b97507c,True,True,pass
189,1700005670,telemetry:189:source:51,396674,63f9608d5be5fc2b2d25760135ebb81240c16a3041afb5e6aa4fd4b35f102b59,True,True,pass
190,1700005700,telemetry:190:source:85,877268,940bbdfd3cd4136ef24d486465f8d52ccc372ab6804324bb8af2d2f3ef1d92d4,True,True,pass
191,1700005730,telemetry:191:source:109,897121,6d6496d45874da6764645a469afff2510b31b23a1d33f24acd3ccdec9fc9b81a,True,True,pass
192,1700005760,telemetry:192:source:51,755406,ce03b33ecbf6030a77963c1e0e0cac0ef8ac6346a4cb06d93785219adf214ff8,True,True,pass
193,1700005790,telemetry:193:source:87,266659,553b523cb95874d4e98c365d15cf5e4cb85d490110693b264f962c7c692e8b6a,True,True,pass
194,1700005820,telemetry:194:source:87,739893,830004b03f1ad36f3035a1748b01038d613994d9db6073b9759bbdf239110efe,True,True,pass
195,1700005850,telemetry:195:source:87,216469,993128b044df227a54bff6e406035c180c64a35a30205da41855d7b7b5a42e9a,True,True,pass
